,review
292,"宋浩竟然不知道好兄弟的家住在哪儿，捅了别人一刀，又没捅死，他不叫救护车，不报警，也不告诉父母，而是离家出走？
他一没成年，二没捅死，有什么必要畏罪潜逃？
宋浩不知道李唐家在哪儿就算了，宋建飞也走错了。
宋建飞明知道万有良没死，还要补一刀把他弄死，硬生生把有期徒刑变成了死刑，父子都是人才，清华大学赶紧来收人吧。
如果性别对调一下，如果是一名女性回到家乡，她的高中同学一直缠着她，她明确拒绝了对方，对方仍然死缠烂打，甚至故意砸坏她的挡风玻璃，让她走不了，还去她家里，还要霸王硬上弓……你还会觉得这段感情戏很浪漫吗？
再说，如今的宋浩不过是个普普通通的人，有什么值得潘晓霜死缠烂打的？
章宇、宋佳、王砚辉、李鸿其都是好演员，无奈导演水平太差了，差到什么地步呢？差到四个王者都带不动一个青铜的地步。"
293,【平遥国际影展展映】经过两部烂片的极度失望，我这次下了很大决心再给李宵峰第三次机会。买票看完只想抽自己嘴巴，我太他妈贱了，还是彻底绝望吧。剧本还是那么差，人物动机又是一塌糊涂，背景交代不清。同样是收费站设定，比《川流之岛》差太多。一直在等大反转，比如潘晓霜其实是万女的生母，嫁给宋浩是来复仇的，影片最后完全是一副胜利者的姿态，就会合理很多，结果失望透顶。音乐过满，台词文本尴尬导致全场多次哄笑。彻底浪费章宇、宋佳、李鸿其的演技（王砚辉角色比较合适）。还未终混完成的声音已经是此片最好的部分。以下继续复制粘贴之前对《少女哪吒》《追踪》的评价：“做作，生硬，割裂。难看得要命。除了叙事的省略与跳跃，人物行为动机莫名其妙，均如提线木偶般做作”。一星都给演员
294,巧合过多、炫技过多、装逼过多
295,示范性的行业吸血虫电影，最令人赞叹的能力是攒到了这个实力派阵容，以及，让它在上影节期间开出7.5的分数。不是第三幕垮塌的问题，是从头到尾整个垮塌，它就像片中工地上的那幢摇摇欲坠的孤楼，然后李霄峰自己气势汹汹地强拆了它。关于视听上的张扬，我只想说，还没有跑起来为什么就莫名其妙开始飞了。而宋佳在这样一个跑风漏雨、随时散架的房子里演出几场还不错的戏，真没什么好夸赞的，只能深深感慨演员的不易——请别说烂剧本才是好演员的试金石。最后引用一下九年前桃姐写给《战国》的那句吧：“加油吧！影评人们！中国电影的美好明天就靠你们吹了！”
296,其实真正让我难过的是，这两年所有好演员都在演烂片。
297,剧本有点刻意
298,一部不知所云，人物高度失真，对现实极度扭曲的电影。如果说电影开场唐突且不合逻辑的父子暴力还可以勉强解读为一种社会权力结构的激情失范；影片中后段宋浩救赎不成反而进一步被伙同到一个愈演愈烈的权力暴力之中，则是有充分文本时间打开的，然而真正为暴力升级背锅却是李鸿其极度浮夸的演技，演员被剥削成了失真的工具人来推动核心剧情的走向，而电影则把更多时间留给了宋佳和章宇之间精彩却与表达主旨相当疏离的感情戏上。于是，我们就在电影结尾看到了一种暴力阳痿之后主人公令人尴尬地自戕。《风平浪静》制作无疑是非常精良的，演员更是为电影局部提供了很出彩的戏码；但电影的整体又体现出了创作者的任意性，观众只能看到一场场断裂的唐突的有风格的“好戏”，却全然摸不着创作者连贯的表述，这里本该有权力机器残忍运作的声音。
299,控评做得好，不代表电影真的好。
300,又是整个一不知道干什么，所有事情的起始——宋浩误闯进别人家就讲的不明不白，人物关系也好逻辑也好都是拧巴的，李霄峰能不能不要再搞商业文艺都四不像的东西了？章宇的性张力怎么回事，太戳了吧。
301,最好的地方是章宇和宋佳重逢和求婚的两段戏，因为这是整个片子唯一能感受到humanity的部分，有点动人，演得还不错是关键；其它的都感觉是新房昭之风无人气场景里所有人物都没有核儿的晃来晃去。
302,一方面，利用观众的善心，不断制造白话式对立以修正人物立场弥补叙事漏洞；另一方面，低估观众的感受力，用过度的机位、景别与配乐向观众进行信息的投喂。省略的十五年实为剧作上偷懒的障眼法，令影片第二幕花费大量时间完成各色人等的“亮相”，男主亦被功用化作辅助旁人“表态”的道具。序章那场无罪之案一早为全片定了性——无中生有的罪和无可逃脱的罚，之后无论是男主的刻意静好还是无端醒悟，终成为全片悬浮主题的附庸。
303,浪费了这么好的资源
304,能发掘一个好的犯罪故事，也要能学会物尽其用。剧本的严谨性，台词的流畅自然，这些都是最基本的要求。如果这些都做不到，那么再好的班底都只是画饼充饥。
305,感受到了导演体内有巨大的能量，镜头设计仿佛有着使不完的劲儿，一个机位紧接着一个，花了不少心思，非常的卖力，声音设计和灯光上也有一些想法。剧作上和前作的故事一样，这种时间跨度很大的剧本本来就非常难写，但导演如果一如既往的坚持下去，这种罪与罚的故事也算是一个特色，只是想写好剧本的话，编剧的难度会非常大，戏剧张力，悬念设置，犯罪动机和人物的行为逻辑等等都需要好好磨。这一次看得出来制片人在努力压制导演的个性了，可惜最后镜头设计上的那股劲儿还是没压住，调度上是有想法，下部片子的时候，可以考虑也压制一下这股劲儿，调度和机位别滥用，需要的时候给到就可以了，机位切那么多就卖拷贝了。最好换个靠谱编剧，导演个性和类型化之间的权衡上好好把控一下。虽然不理解宋佳演的这个角色，好在她的演技拯救了这个戏。
306,我去！！女性角色全是工具人！！男主行为逻辑莫名其妙，剧情穿凿附会不知所云一头问号，这是喜剧片吧，真的太搞笑啦，客家语歌 风平浪静-陈永淘，
307,宋佳的表现倒是印证了一些演员们喜欢说的话：我完成一个表演，但是最后的电影不是我能决定得了的事儿了。
308,中年哪吒。
309,十五年前的部分完全可以做减法，爱情部分的副线拍的比悬疑部分的主线好，说明了剧作上是出了问题的。导演也不会调演员，李鸿其的表演与少年时期，以及其他演员都是不匹配的。剧作很“风平”，宋佳“浪”压章宇“静”。
310,编剧形象的告诉了观众，一个不会写故事还硬要写，最后写出来的是个什么玩意。剧情的推进通篇就是莫名其妙，有些人长大就莫名变成了台湾腔，莫名其妙去一个陌生人家，莫名其妙就冲突，莫名其妙就补刀，全校第一跑了其他人也从不闻不问。主角演技4分，导演负1分，令人发指的烂剧本负一分。
311,时间上的历史感和城市的空间感完全虚妄，男主的状态从始至终变化不大，李鸿其是本片黑洞（八成以为自己是《老手》中的刘亚仁，同性生爱PUA章宇）。强拆腐败小人物，社会热点标签一个个贴上去，但是处理得却如此轻飘飘。小宋佳是个好演员，拥有所有高光时刻。
312,和灰烬重生一样，匠气逼人，灵气匮乏，各部门技术上的优势弥补不了导演叙事上的拧巴
313,其实中间作为局部段落都挺好的，然而开始和结束都完全无法令人信服，且李霄峰到最后还是没忍住，又来“我连灵魂都出卖了”这种极不现实的台词，太头疼了。
314,这是个什么鬼啊？这是个什么鬼电影啊？这电影还有人真情实感的喜欢？那也是演员群体加五星吧。青年导演以后搞组盘大赛和夸夸大赛好了，直接夸就好，请越过拍电影这个环节好伐？
315,太差了 导演 你醒一醒啊
316,我可能患上了李霄峰斯德哥尔摩症！《灰烬重生》还不够我吐，还要去看《风平浪静》！有一说一，这个比《灰烬重生》好——百分之二吧。
317,看过的都应该挺不平静的：1- 从父子都走错房子的设定，可见全片的毫无逻辑，结尾智障得最牛逼（王砚辉老师好惨）；2- 音乐最不需要多，需要搭；3- 李鸿其说普通话为何模仿郭采洁？
318,从开头的杀人戏就坐不住了。宋佳是唯一的亮点，一场猛地按下横杆，一场“我们结婚吧”。除此之外的部分都像写着四个字：自以为是。
319,毫无才华可言；林格伦在《论电影艺术》一书里把电影的基础分为：表演、调度、蒙太奇、剧本；一个导演如果在这四个维度都缺乏才华，甚至缺乏基本概念，那不仅是创作者的悲哀，也是观众的悲哀，但总的来说是电影的悲哀。
