,review
265,玛蒂尔达将绿色植物埋好，以这种方式与某个人相伴，也和一段不属于自己的假期永别。彼时她惊惶闯入他的生活，如同一只小兽，眼神躲闪呼吸呜咽。现在她可以独自面对生活，骨骼拔节生长强迫她与童年作别，但幸好曾有那样一个睡觉打鼾的冷酷男人予她命中暖阳。故事太熟稔以致少了惊喜，片子硬朗兼具柔情。
266,这个电影其实也是直面人性的考验，警察也可以冷血，杀手也能有柔情。其实看过之后也会有思考。
267,剧情是比较新颖，但是我没有get到里面的爱情…强行get也get不到
268,玛蒂尔达将绿色植物埋好，以这种方式与某个人相伴，也和一段不属于自己的假期永别。彼时她惊惶闯入他的生活，如同一只小兽，眼神躲闪呼吸呜咽。现在她可以独自面对生活，骨骼拔节生长强迫她与童年作别，但幸好曾有那样一个睡觉打鼾的冷酷男人予她命中暖阳。故事太熟稔以致少了惊喜，片子硬朗兼具柔情。
269,剧情非常好看，但我真的接受不了大叔和萝莉这种搭配，总是让我想起洛丽塔……
270,“人生是一直这么痛苦，还是只有是小孩子的时候才这样？”杀手沉默了一会，喃喃地说：“一直如此。”
271,盛名之下的这部电影，我却并不喜欢。
272,虽然但是 高三不收手机吗
273,1.和《嘉年华》一样，题材价值大于电影本体价值，在当前环境下拓展了国内院线的题材可能性。在被允许的前提下，可以展现的凌厉和残忍可能也就到此为止了，所以很理解有些地方表达上的处理方式。2.“残酷青春”是个差不多20多年前的概念，这个电影重新启用了一次，说实话，这种青春期和杀戮，死亡，悲情之类的东西搅在一起的故事非常可疑，以一种看似底层残酷物语的形态实际上讲述一个很矫情的戏剧性设定。真实的校园霸凌有更真实，粗粝的处理方式，但会损害商业度，也可能无法面世，总之，这个题材在这里被打磨得更光滑了一点，可惜。3.易烊千玺的表现真是不错，不知道这是技术使然还是感觉使然，如果是技术，确实值得期待，需要其他反差角色验证。4.电影节奏有问题，前三分之一很迟缓，男女主角关系的进展又缺乏理由。
274,青春片的陷阱在于把一切都浪漫化，一个眼神、一次牵手、一场高考、甚至犯罪……易烊千玺饰演的小混混拙劣地模仿着庸俗爱情片中的男主人公的腔调，不断地吐出“你赢了，我才没输”这样故作深情的金句让我汗毛倒竖。可金句频出的原因恰恰是对校园欺凌问题缺少深入共情而沦为活报剧，周冬雨则不时面无表情地说些正确的废话。郑易警官疯狂谴责受害人为什么不肯相信自己，把整部影片的自恋推向巅峰，其实就是公权力的自恋，他可有半分反省自己？可怕的是三种自恋很多人会吃……影片题材上映不易，加半颗星
275,一部无主之作。
276,2.5。直白、直接、直给。看了一小时左右有段平行剪辑才看起来比较像电影，其他时间要么是网大要么是MV音乐电视画面被混剪在一起。有趣的是，从它的拙劲儿和煽劲儿才能看出港片和韩片互相模仿的内在联系，此前其他大陆片学韩片都学成了半夜鸡叫。我的理解是，这一年来大陆电影在被强行灌鸡血上天拯救地球入地攀登珠峰的前提下，依然一路下行，到了年底终于出了部表述正常、人物都比较像活人的片，于是我们就都忍不住射了。
277,3.5。独属于大陆的、负能量的、“与大人为敌”的90与00后——被用心触碰了。在我这，这点必须先于其他所有被提及。对青少年视角的专注、坚定程度超越《狗十三》和《过春天》，专注和坚定之下，一定量的娇作和夸大亦成了真实的必要组成，虽然并非完全自觉。正片消极求解的语气与被头尾安上的口号化外壳显然是冲突的，真面目其实和《嘉年华》一样，在现实议题中不断疏远着“现实意义”，以无关审查的姿态。更纯粹、混沌而多义的能量由此而来，也因此更无法被遮挡。小景别接近滥用，但也得益于此，易烊千玺的电影脸被彻底确认了。©曾国祥、许月珍到场。
278,整体高于预期，但《少年的你》仍旧是和《嘉年华》一样过于仰仗社会话题和演员表演推动观影情绪的作品，并且视听风格实际没有《嘉年华》那么完整流畅和统一。影片就青春和校园暴力间的论述也挺模糊的，导演和编剧所做的处理，无非是不断地累加戏剧性的冲突和表演，以达到使观众完全进入一种无法客观化的激进的批判状态。后半段添油加醋、自我感动的设计简直不要太多。★★★
279,2011年代的设定与当代手机通讯的严重bug冲突已表明电影无奈地被动过很多刀子。在片头片尾的棉花糖式包裹下，公映版尺度已大幅削弱。全片大量特写、近景镜头，捕捉角色细微的情绪变化。还好两位年轻主演经受住了镜头考验，在大银幕上没有露怯，表演可圈可点。然而，全片情感都有用力过猛之感，仅周冬雨哭戏就至少十场，台词控诉也过于直白，“你保护世界”这种话更显幼稚。虽然校园霸凌题材展现的突破在国产片已属难得，但依旧难掩与东野圭吾小说非常相似的剧作的平庸。反派死于话多，几个主要角色行为动机及性格转变方面有些经不起推敲。看完金马提名台片的好，确实很难“吹爆”此片。三星半
280,看完之后的感受跟《天才枪手》和《我不是药神》很类似。用很强的类型片的手法，来抵达一个同样有强度的社会现实。（和好莱坞一样），这很容易成功，也容易套路。大家都倾向于宽容和原谅各种不足，也是内在于这种策略的结果。但在广义的文化圈的意义上，不能把工业能力的提高等同于对这两种坚硬现实的反思程度，加上诸多场外因素的干扰，这会造成很大的混淆，跟风式的夸奖令人不适，延展讨论少得可怜。对我来说，片子里戏剧性地强化出令人窒息的上升空间、你死我活的丛林逻辑，是最重要的社会背景，也是最真实的部分。
281,作为言情、校园霸凌、高考现实的三部分是完全割裂的，就好像恶意、嫌疑人X、白夜行也并不能真正合并成一部电影。微妙的违和感无处不在。可以说这部电影是锋利的、是宣泄情绪的，但我并不觉得它是诚恳的。铺天盖地的盛赞，大概是因为太久太久没有在一部中国电影里，看到哪怕最基本的表达欲吧。也挺悲哀的。
282,三星半。煽动情绪型电影。周冬雨和易烊千玺表演都不错，有几个细节打动到我了，可是这个故事本身比较薄弱，主角的关键选择并不可信，反派的作恶动机也欠缺挖掘，为戏而戏，只能靠矫情的台词和用力的表演硬推上去。
283,演员很好，感情也很好。拍摄和剪辑上的瑕疵明显到非常影响体验，派出所高强柔光是一例，不遗余力张弛无度的2/3脸特写是一例。Ps：她不止是第一个问你疼不疼的人，还是第一个问你硬不硬的人。
284,披着校园霸凌外衣的言情片，全片只字不提爱，提的是男女间不言自明的默契和陪伴是最长情的告白。案件本身有着东野圭吾式的以人为本和为爱献身。国产片最大的问题就是只能关怀但不能往根儿里批判。另外，高考的段落用了太多笔墨，有些脱离主体。有些台词和镜头是拍给审查用的，不容易。易烊千玺很不错，不是偶像是演员。
285,三星半。煽动情绪型电影。周冬雨和易烊千玺表演都不错，有几个细节打动到我了，可是这个故事本身比较薄弱，主角的关键选择并不可信，反派的作恶动机也欠缺挖掘，为戏而戏，只能靠矫情的台词和用力的表演硬推上去。
286,演员很好，感情也很好。拍摄和剪辑上的瑕疵明显到非常影响体验，派出所高强柔光是一例，不遗余力张弛无度的2/3脸特写是一例。Ps：她不止是第一个问你疼不疼的人，还是第一个问你硬不硬的人。
287,披着校园霸凌外衣的言情片，全片只字不提爱，提的是男女间不言自明的默契和陪伴是最长情的告白。案件本身有着东野圭吾式的以人为本和为爱献身。国产片最大的问题就是只能关怀但不能往根儿里批判。另外，高考的段落用了太多笔墨，有些脱离主体。有些台词和镜头是拍给审查用的，不容易。易烊千玺很不错，不是偶像是演员。
288,三星半。如果做电影分成两部分，提出目标和实现目标，我会觉得前者几乎可以拿到满分，围绕着演员状态穿插起来的前因后果的叙事，像是对一种法制陈述和专题片叙事的借鉴，伴随而来的剪辑也很重要，包括摄影将概念化进行到底，甚至小到比任何一个内地导演还要明白内地校服是什么样子这样的细节上，这个团队有汇聚力量去挑战的一面。但是实现目标这一幅度内，我就觉得乏善可陈，电影的主题内核实际上是逐渐变化的，将种种主题点作为了一个观众代入的臆想反派，讲到霸凌就是霸凌很恐怖，讲到高考就是高考很冷漠，讲到成人就是成人更加无情，在小的题点上不停的变化，没有试图到更深，节奏也很平均，常常同样大场的对话戏接在一起，到了最后就是要讲这个世界一无是处，我觉得是一种有内容的失控，比较像是有个妇人絮絮叨叨，也不是不能听，但就是不够智慧。
